seed,config,scenario,iteration,tcr,mean_energy,sigma_energy,n_transit,n_exploit
2,HYBRID,synthetic,0,0.28311258278145696,221.4577581337325,0.10275916441526846,6,14
2,HYBRID,synthetic,1,0.37251655629139074,220.9342995409338,0.19014756325224869,3,17
2,HYBRID,synthetic,2,0.45612582781456956,220.34706995734115,0.2488363047456012,1,19
2,HYBRID,synthetic,3,0.48841059602649006,219.7667738338936,0.26874268576908333,1,19
2,HYBRID,synthetic,4,0.5074503311258278,219.21246213126693,0.3497913790024263,0,20
2,HYBRID,synthetic,5,0.5264900662251656,218.61572596397636,0.37008441819077076,0,20
2,HYBRID,synthetic,6,0.5298013245033113,218.01217257338308,0.3891926199935201,0,20
2,HYBRID,synthetic,7,0.5380794701986755,217.421045589661,0.40764950022314306,0,20
2,HYBRID,synthetic,8,0.5488410596026491,216.81956326687958,0.42429124077060204,0,20
2,HYBRID,synthetic,9,0.5496688741721855,216.2160098762863,0.4495081952655205,0,20
2,HYBRID,synthetic,10,0.5521523178807947,215.62695396037606,0.48824443566221154,1,19
2,HYBRID,synthetic,11,0.5529801324503312,215.05739551914894,0.531577566252399,0,20
2,HYBRID,synthetic,12,0.5579470198675497,214.4787605939142,0.5726606337510106,1,19
2,HYBRID,synthetic,13,0.5579470198675497,213.92348848374883,0.642395913525723,1,19
2,HYBRID,synthetic,14,0.5579470198675497,213.35597775754786,0.732317859526892,0,20
2,HYBRID,synthetic,15,0.5579470198675497,212.7930326828372,0.7634079360234222,0,20
2,HYBRID,synthetic,16,0.5596026490066225,212.21226103817443,0.7867464897932982,0,20
2,HYBRID,synthetic,17,0.5596026490066225,211.64184473257106,0.824516582510667,0,20
2,HYBRID,synthetic,18,0.5620860927152318,211.06107308790828,0.8591553079950985,0,20
2,HYBRID,synthetic,19,0.5620860927152318,210.46787503637432,0.8914862353194131,0,20
2,HYBRID,synthetic,20,0.5620860927152318,209.88296125608787,0.9326092729465136,0,20
2,HYBRID,synthetic,21,0.5645695364238411,209.30011854361328,0.9795460831898533,0,20
2,HYBRID,synthetic,22,0.5645695364238411,208.7069204920793,1.027876394689583,0,20
2,HYBRID,synthetic,23,0.5662251655629139,208.11165137273346,1.0774221787074725,0,20
2,HYBRID,synthetic,24,0.5662251655629139,207.53502186369445,1.1226435480030947,0,20
2,HYBRID,synthetic,25,0.5662251655629139,206.9563212868436,1.161120584052312,1,19
2,HYBRID,synthetic,26,0.5662251655629139,206.4041841607709,1.1861785562795348,0,20
2,HYBRID,synthetic,27,0.5662251655629139,205.83972486254024,1.2386048571796815,0,20
2,HYBRID,synthetic,28,0.5670529801324503,205.26309535350123,1.2839708805878278,0,20
2,HYBRID,synthetic,29,0.5670529801324503,204.68853691227406,1.328011729279816,0,20
2,HYBRID,synthetic,30,0.5670529801324503,204.10983633542318,1.3722096385656144,0,20
2,HYBRID,synthetic,31,0.570364238410596,203.5373489620079,1.426918074468372,0,20
2,HYBRID,synthetic,32,0.570364238410596,202.96279052078074,1.4836946866202816,0,20
2,HYBRID,synthetic,33,0.570364238410596,202.39237421517734,1.5399393087217608,0,20
2,HYBRID,synthetic,34,0.570364238410596,201.82817111300952,1.5914158672351766,0,20
2,HYBRID,synthetic,35,0.570364238410596,201.22461772241624,1.645507034853555,0,20
2,HYBRID,synthetic,36,0.570364238410596,200.65213034900094,1.692645763247077,0,20
2,HYBRID,synthetic,37,0.570364238410596,200.07964297558567,1.7392687718144413,0,20
2,HYBRID,synthetic,38,0.570364238410596,199.5071556021704,1.7862007914269584,0,20
2,HYBRID,synthetic,39,0.5728476821192053,198.9284550253195,1.8410775476665333,0,20
2,HYBRID,synthetic,40,0.5728476821192053,198.34354124503298,1.9015406811251556,0,20
2,HYBRID,synthetic,41,0.5728476821192053,197.76276960037026,1.94980236456344,0,20
2,HYBRID,synthetic,42,0.5728476821192053,197.18614009133125,2.004113037517503,0,20
2,HYBRID,synthetic,43,0.5728476821192053,196.60329737885667,2.062758541907869,0,20
2,HYBRID,synthetic,44,0.5728476821192053,196.03495214106505,2.1020551884587526,0,20
2,HYBRID,synthetic,45,0.5728476821192053,195.443825157343,2.149911956241825,0,20
2,HYBRID,synthetic,46,0.5728476821192053,194.86719564830398,2.203765735624463,0,20
2,HYBRID,synthetic,47,0.5728476821192053,194.2926372070768,2.251895881863555,0,20
2,HYBRID,synthetic,48,0.5728476821192053,193.73050517272085,2.2970735493446335,0,20
2,HYBRID,synthetic,49,0.5728476821192053,193.15180459587003,2.3465085052641594,0,20
2,HYBRID,synthetic,50,0.5728476821192053,192.56481974777165,2.4018987879336513,0,20
2,HYBRID,synthetic,51,0.5728476821192053,191.97783489967333,2.4482391203868907,0,20
2,HYBRID,synthetic,52,0.5728476821192053,191.38877898376307,2.498599542554735,0,20
2,HYBRID,synthetic,53,0.5728476821192053,190.82664694940712,2.556926615151573,0,20
2,HYBRID,synthetic,54,0.5728476821192053,190.26451491505117,2.6107646178377113,0,20
