seed,config,scenario,iteration,tcr,mean_energy,sigma_energy,n_transit,n_exploit
23,HYBRID,synthetic,0,0.06172839506172839,221.53315607340633,0.08960086906442852,2,3
23,HYBRID,synthetic,1,0.07407407407407407,221.0349807472753,0.200199916569899,1,4
23,HYBRID,synthetic,2,0.09382716049382717,220.43751648033202,0.22708102022629695,1,4
23,HYBRID,synthetic,3,0.11275720164609053,219.951340759903,0.29737938758241894,1,4
23,HYBRID,synthetic,4,0.11851851851851852,219.36404897507822,0.2661651761483291,0,5
23,HYBRID,synthetic,5,0.11851851851851852,218.77292199135618,0.262149936085672,2,3
23,HYBRID,synthetic,6,0.12098765432098765,218.29405937603656,0.37674544272593574,2,3
23,HYBRID,synthetic,7,0.13168724279835392,217.7655894896397,0.5620147283604628,1,4
23,HYBRID,synthetic,8,0.13580246913580246,217.31667136020457,0.7404520425657102,2,3
23,HYBRID,synthetic,9,0.13580246913580246,216.72386487205117,0.6972051286697505,2,3
23,HYBRID,synthetic,10,0.1382716049382716,216.19873381999088,0.8204438043929437,1,4
23,HYBRID,synthetic,11,0.1448559670781893,215.6600239055128,0.8279615274251779,1,4
23,HYBRID,synthetic,12,0.15308641975308643,215.20882976765535,0.9631466177788313,0,5
23,HYBRID,synthetic,13,0.15308641975308643,214.59806232060532,0.9267300877953492,1,4
23,HYBRID,synthetic,14,0.15308641975308643,214.12376772684948,1.1254652739736297,0,5
23,HYBRID,synthetic,15,0.15308641975308643,213.5694731330936,1.0937928271135946,1,4
23,HYBRID,synthetic,16,0.15308641975308643,213.13308613898033,1.2742682583980474,0,5
23,HYBRID,synthetic,17,0.15308641975308643,212.49086923784043,1.2644762887330117,1,4
23,HYBRID,synthetic,18,0.15308641975308643,212.03848087753923,1.3944008734432505,1,4
23,HYBRID,synthetic,19,0.15308641975308643,211.44711806381846,1.354683775025374,1,4
23,HYBRID,synthetic,20,0.15308641975308643,210.96251864679,1.4935309723722412,2,3
23,HYBRID,synthetic,21,0.15308641975308643,210.4819941454307,1.6966085236262989,1,4
23,HYBRID,synthetic,22,0.15637860082304528,209.8097148633592,1.6918209875988972,0,5
23,HYBRID,synthetic,23,0.15720164609053497,209.2020193371422,1.660166065278854,1,4
23,HYBRID,synthetic,24,0.15720164609053497,208.73559913220075,1.8044379812318994,0,5
23,HYBRID,synthetic,25,0.15720164609053497,208.13118902852702,1.7737826089227766,1,4
23,HYBRID,synthetic,26,0.15967078189300413,207.6403469861265,1.918755586612851,1,4
23,HYBRID,synthetic,27,0.15967078189300413,207.05484196398038,1.8566927142002718,1,4
23,HYBRID,synthetic,28,0.16131687242798354,206.44714643776337,1.8224543992153235,1,4
23,HYBRID,synthetic,29,0.16131687242798354,205.94538785358617,1.925823417515746,1,4
23,HYBRID,synthetic,30,0.16131687242798354,205.47079872938826,2.0895154597015178,2,3
23,HYBRID,synthetic,31,0.16131687242798354,205.09484522468978,2.214878297498064,2,3
23,HYBRID,synthetic,32,0.16131687242798354,204.63921497109158,2.323658868734499,1,4
23,HYBRID,synthetic,33,0.16131687242798354,204.11531388976468,2.298018552665012,2,3
23,HYBRID,synthetic,34,0.16131687242798354,203.77940354257265,2.483858960384009,1,4
23,HYBRID,synthetic,35,0.16131687242798354,203.2794841502251,2.473190196918324,2,3
23,HYBRID,synthetic,36,0.16131687242798354,202.9169990019995,2.7050861565751405,1,4
23,HYBRID,synthetic,37,0.16131687242798354,202.44950237920122,2.8279118064873927,1,4
23,HYBRID,synthetic,38,0.16131687242798354,201.87023830734262,2.7732505240213214,1,4
23,HYBRID,synthetic,39,0.16131687242798354,201.3944171410298,2.8709636072305367,1,4
23,HYBRID,synthetic,40,0.16131687242798354,200.93019761222737,3.016458928472812,1,4
23,HYBRID,synthetic,41,0.16131687242798354,200.44639210775412,3.138535440843329,0,5
23,HYBRID,synthetic,42,0.16378600823045267,199.86233409301258,3.1094924392257757,1,4
23,HYBRID,synthetic,43,0.16378600823045267,199.38064858775198,3.2834089276064646,1,4
23,HYBRID,synthetic,44,0.16378600823045267,198.89467856803728,3.4119355919378287,1,4
23,HYBRID,synthetic,45,0.16378600823045267,198.4574331591624,3.5860175843795563,0,5
23,HYBRID,synthetic,46,0.16378600823045267,197.87202287904384,3.566301649913013,0,5
23,HYBRID,synthetic,47,0.16378600823045267,197.2643273528268,3.5389721659464324,1,4
23,HYBRID,synthetic,48,0.16378600823045267,196.76648644649708,3.693770202871506,1,4
23,HYBRID,synthetic,49,0.16378600823045267,196.29696725037084,3.862521556517314,1,4
23,HYBRID,synthetic,50,0.16378600823045267,195.8405311213247,4.050394572219401,1,4
23,HYBRID,synthetic,51,0.16378600823045267,195.37906550158064,4.200732301032472,1,4
23,HYBRID,synthetic,52,0.16378600823045267,194.7614700027146,4.172896715080103,1,4
23,HYBRID,synthetic,53,0.16378600823045267,194.3186438355579,4.317651555469463,0,5
23,HYBRID,synthetic,54,0.16378600823045267,193.6946711062031,4.319250347297092,1,4
23,HYBRID,synthetic,55,0.16378600823045267,193.2457626582211,4.474065766367391,1,4
23,HYBRID,synthetic,56,0.16378600823045267,192.64229576901195,4.434015042416726,2,3
