seed,config,scenario,iteration,tcr,mean_energy,sigma_energy,n_transit,n_exploit
17,HYBRID,synthetic,0,0.40954773869346733,221.53764304287688,0.16187527819786782,9,21
17,HYBRID,synthetic,1,0.5360134003350083,220.984801379903,0.1985778306607437,5,25
17,HYBRID,synthetic,2,0.5804020100502513,220.4046441754636,0.26720287159950284,4,26
17,HYBRID,synthetic,3,0.6038525963149078,219.83152904571185,0.32084089600301063,4,26
17,HYBRID,synthetic,4,0.6155778894472361,219.2784436470104,0.4327801859911508,2,28
17,HYBRID,synthetic,5,0.626465661641541,218.71708332238194,0.5200438763616793,2,28
17,HYBRID,synthetic,6,0.6323283082077052,218.14249610453328,0.5440675999183874,0,30
17,HYBRID,synthetic,7,0.6381909547738693,217.55523487815825,0.5671664689993083,0,30
17,HYBRID,synthetic,8,0.6398659966499163,216.94063579256832,0.5805221860430816,1,29
17,HYBRID,synthetic,9,0.6398659966499163,216.37311602102307,0.6366706796721697,0,30
17,HYBRID,synthetic,10,0.6432160804020101,215.78452970518745,0.6718917300447431,0,30
17,HYBRID,synthetic,11,0.6474036850921273,215.20306770458743,0.6819157138476063,1,29
17,HYBRID,synthetic,12,0.6474036850921273,214.62770046106985,0.7263969008355327,1,29
17,HYBRID,synthetic,13,0.6474036850921273,214.06224769667045,0.7793598661718656,0,30
17,HYBRID,synthetic,14,0.6474036850921273,213.47090410032678,0.7898333930321839,0,30
17,HYBRID,synthetic,15,0.6490787269681743,212.89496494722502,0.8213809787963092,0,30
17,HYBRID,synthetic,16,0.6507537688442211,212.31902579412326,0.8412483585325863,0,30
17,HYBRID,synthetic,17,0.652428810720268,211.7541323360182,0.863814422127663,0,30
17,HYBRID,synthetic,18,0.652428810720268,211.16990891166895,0.8971974293478113,0,30
17,HYBRID,synthetic,19,0.652428810720268,210.58844691106896,0.9276314599115144,0,30
17,HYBRID,synthetic,20,0.6532663316582915,210.0028427748452,0.9277484219161144,0,30
17,HYBRID,synthetic,21,0.6557788944723618,209.4324264692418,0.9465187967025751,0,30
17,HYBRID,synthetic,22,0.6557788944723618,208.8633908755129,0.9690418791077222,0,30
17,HYBRID,synthetic,23,0.6557788944723618,208.27778673928916,0.9872792573946736,0,30
17,HYBRID,synthetic,24,0.6557788944723618,207.70046687431284,1.024239561001598,0,30
17,HYBRID,synthetic,25,0.6591289782244556,207.11348202621448,1.050314623770607,0,30
17,HYBRID,synthetic,26,0.6591289782244556,206.52787788999066,1.0779875816921627,0,30
17,HYBRID,synthetic,27,0.6591289782244556,205.9436544656415,1.1155489941260353,0,30
17,HYBRID,synthetic,28,0.6591289782244556,205.36219246504146,1.1485438186599453,0,30
17,HYBRID,synthetic,29,0.6591289782244556,204.76830405757025,1.1763185776714782,0,30
17,HYBRID,synthetic,30,0.6591289782244556,204.1896034807194,1.2072355126114929,0,30
17,HYBRID,synthetic,31,0.6591289782244556,203.6122836157431,1.2415394688052777,0,30
17,HYBRID,synthetic,32,0.6599664991624791,203.021156632021,1.2648163775403052,0,30
17,HYBRID,synthetic,33,0.6608040201005025,202.4535017501667,1.2940382240040014,0,30
17,HYBRID,synthetic,34,0.6608040201005025,201.84856764769887,1.3056305445314478,0,30
17,HYBRID,synthetic,35,0.6608040201005025,201.26710564709884,1.3438381492039908,0,30
17,HYBRID,synthetic,36,0.6608040201005025,200.6939279177463,1.3850905684382224,0,30
17,HYBRID,synthetic,37,0.6608040201005025,200.12075018839369,1.4227442748924781,0,30
17,HYBRID,synthetic,38,0.6608040201005025,199.54481103529193,1.4528344374193543,0,30
17,HYBRID,synthetic,39,0.6608040201005025,198.9812982890614,1.4638522766867181,0,30
17,HYBRID,synthetic,40,0.6608040201005025,198.41088198345795,1.4930669390544182,0,30
17,HYBRID,synthetic,41,0.6608040201005025,197.82941998285796,1.5297910522252351,0,30
17,HYBRID,synthetic,42,0.6608040201005025,197.25762296537997,1.5463455603204646,0,30
17,HYBRID,synthetic,43,0.6608040201005025,196.68858737165112,1.5790372746871468,0,30
17,HYBRID,synthetic,44,0.6608040201005025,196.12093248979684,1.6017695447455873,0,30
17,HYBRID,synthetic,45,0.6608040201005025,195.5491354723189,1.6109139279503557,0,30
17,HYBRID,synthetic,46,0.6608040201005025,194.95938920047132,1.6307393279272062,0,30
17,HYBRID,synthetic,47,0.6608040201005025,194.3862114711188,1.6633429137617548,0,30
17,HYBRID,synthetic,48,0.6608040201005025,193.82546014863743,1.6860263267095519,0,30
17,HYBRID,synthetic,49,0.6608040201005025,193.24952099553565,1.7202942899005078,0,30
17,HYBRID,synthetic,50,0.6608040201005025,192.66529757118647,1.747422352280035,0,30
17,HYBRID,synthetic,51,0.6608040201005025,192.09626197745763,1.783856882417576,0,30
17,HYBRID,synthetic,52,0.6608040201005025,191.51479997685755,1.8134757977440938,0,30
17,HYBRID,synthetic,53,0.6608040201005025,190.9181501456373,1.8334626919206356,0,30
17,HYBRID,synthetic,54,0.6608040201005025,190.33392672128804,1.8769401126657528,0,30
17,HYBRID,synthetic,55,0.6608040201005025,189.7676525513083,1.903252891709322,0,30
17,HYBRID,synthetic,56,0.6608040201005025,189.18757126258288,1.9178308709935343,0,30
17,HYBRID,synthetic,57,0.6608040201005025,188.62958136385066,1.9415607660662597,0,30
17,HYBRID,synthetic,58,0.6608040201005025,188.07159146511842,1.9622001733084993,0,30
17,HYBRID,synthetic,59,0.6608040201005025,187.50531729513872,1.9909201107795675,0,30
