seed,config,scenario,iteration,tcr,mean_energy,sigma_energy,n_transit,n_exploit
12,HYBRID,synthetic,0,0.22259414225941423,221.53239869767694,0.1112877674812142,8,12
12,HYBRID,synthetic,1,0.30711297071129706,221.02953611040425,0.20131921853539358,5,15
12,HYBRID,synthetic,2,0.3682008368200837,220.48492501901973,0.2979365055460942,7,13
12,HYBRID,synthetic,3,0.40334728033472805,219.9927263866736,0.34214705041669013,6,14
12,HYBRID,synthetic,4,0.4376569037656904,219.4945539514335,0.47259103166901323,1,19
12,HYBRID,synthetic,5,0.45690376569037655,218.90506715772668,0.5291603169944871,3,17
12,HYBRID,synthetic,6,0.4711297071129707,218.34472504092724,0.5312954534454227,1,19
12,HYBRID,synthetic,7,0.4794979079497908,217.74912198605338,0.5602328729534561,1,19
12,HYBRID,synthetic,8,0.48284518828451883,217.1391819846479,0.5783140077745892,2,18
12,HYBRID,synthetic,9,0.4870292887029289,216.58409680766437,0.6754611307091345,2,18
12,HYBRID,synthetic,10,0.497071129707113,215.99918673185078,0.7270399957014412,1,19
12,HYBRID,synthetic,11,0.507949790794979,215.40092388229655,0.7355827567158074,0,20
12,HYBRID,synthetic,12,0.507949790794979,214.82208681481356,0.7241801244804392,1,19
12,HYBRID,synthetic,13,0.5121338912133891,214.21939128859654,0.736954405807187,3,17
12,HYBRID,synthetic,14,0.5121338912133891,213.69248217641567,0.8223449434971951,1,19
12,HYBRID,synthetic,15,0.5121338912133891,213.11348169923684,0.8457705696670262,2,18
12,HYBRID,synthetic,16,0.5121338912133891,212.5527257943348,0.8627931540544772,2,18
12,HYBRID,synthetic,17,0.5121338912133891,211.9872479171394,0.8904718984596567,0,20
12,HYBRID,synthetic,18,0.5121338912133891,211.38805502364372,0.8951505448401883,0,20
12,HYBRID,synthetic,19,0.5121338912133891,210.7927859042979,0.898132192432598,0,20
12,HYBRID,synthetic,20,0.5121338912133891,210.20994319182333,0.8995742274664718,0,20
12,HYBRID,synthetic,21,0.5121338912133891,209.6084608690419,0.8990275491284639,2,18
12,HYBRID,synthetic,22,0.5121338912133891,209.04630247373115,0.9576095243621627,0,20
12,HYBRID,synthetic,23,0.5121338912133891,208.4821612006512,0.9533098483217478,0,20
12,HYBRID,synthetic,24,0.5121338912133891,207.88689208130546,0.9704366584411882,1,19
12,HYBRID,synthetic,25,0.5171548117154812,207.29576509758334,0.9716777699350698,0,20
12,HYBRID,synthetic,26,0.5171548117154812,206.70463811386125,0.9853456690270895,1,19
12,HYBRID,synthetic,27,0.5171548117154812,206.1247243335748,1.018824411091023,1,19
12,HYBRID,synthetic,28,0.5171548117154812,205.5326194412217,1.0541189525003813,0,20
12,HYBRID,synthetic,29,0.5171548117154812,204.93113711844026,1.080283292875171,1,19
12,HYBRID,synthetic,30,0.5205020920502093,204.37204417017935,1.1348681975363524,1,19
12,HYBRID,synthetic,31,0.5205020920502093,203.80195570217387,1.1942526659647932,1,19
12,HYBRID,synthetic,32,0.5205020920502093,203.24071316098963,1.2441945541632586,0,20
12,HYBRID,synthetic,33,0.5238493723849372,202.64300354010135,1.2507387342719853,1,19
12,HYBRID,synthetic,34,0.5246861924686193,202.0825804895917,1.287152852475149,1,19
12,HYBRID,synthetic,35,0.5246861924686193,201.49702986346898,1.2968215899921471,0,20
12,HYBRID,synthetic,36,0.5246861924686193,200.90383181193505,1.3147894361918464,1,19
12,HYBRID,synthetic,37,0.5246861924686193,200.3403920482308,1.367623593989272,1,19
12,HYBRID,synthetic,38,0.5246861924686193,199.767375200218,1.4286353575205823,1,19
12,HYBRID,synthetic,39,0.5246861924686193,199.1805926022714,1.5104292084509428,0,20
12,HYBRID,synthetic,40,0.5246861924686193,198.57629027094916,1.5094484795847445,0,20
12,HYBRID,synthetic,41,0.5246861924686193,198.01001610096947,1.5100217287310482,1,19
12,HYBRID,synthetic,42,0.5246861924686193,197.42288290341344,1.5944115143013449,1,19
12,HYBRID,synthetic,43,0.5246861924686193,196.8307809878183,1.6025497919017782,0,20
12,HYBRID,synthetic,44,0.5246861924686193,196.2645068178386,1.6155128732742166,1,19
12,HYBRID,synthetic,45,0.5246861924686193,195.70924761963693,1.6823019080770873,0,20
12,HYBRID,synthetic,46,0.5246861924686193,195.11618280345365,1.7085551244658927,0,20
12,HYBRID,synthetic,47,0.5246861924686193,194.53748222660278,1.7145255394139478,1,19
12,HYBRID,synthetic,48,0.5246861924686193,193.95963951412813,1.7673371075312971,0,20
12,HYBRID,synthetic,49,0.5246861924686193,193.36425158326946,1.7922740466279297,0,20
12,HYBRID,synthetic,50,0.5246861924686193,192.78347993860672,1.80953245896307,0,20
12,HYBRID,synthetic,51,0.5246861924686193,192.19028188707276,1.829733559495563,0,20
12,HYBRID,synthetic,52,0.5246861924686193,191.62193664928122,1.8447187295131866,0,20
12,HYBRID,synthetic,53,0.5246861924686193,191.0370228689947,1.8925717488802447,1,19
12,HYBRID,synthetic,54,0.5246861924686193,190.4591801565201,1.959419700873492,1,19
12,HYBRID,synthetic,55,0.5246861924686193,189.89555052465445,2.025914021650681,1,19
12,HYBRID,synthetic,56,0.5246861924686193,189.34166392159227,2.1038461666464734,0,20
12,HYBRID,synthetic,57,0.5246861924686193,188.74086251767946,2.1248010223538256,1,19
12,HYBRID,synthetic,58,0.5246861924686193,188.15547475411182,2.177855835628822,0,20
12,HYBRID,synthetic,59,0.5246861924686193,187.58182118772848,2.211969189250475,0,20
12,HYBRID,synthetic,60,0.5246861924686193,187.00519167868947,2.2527591434058962,1,19
12,HYBRID,synthetic,61,0.5246861924686193,186.42388802913862,2.31010109091687,1,19
12,HYBRID,synthetic,62,0.5246861924686193,185.8785485759769,2.4026649344978765,1,19
12,HYBRID,synthetic,63,0.5246861924686193,185.3002825476447,2.4902143577485627,1,19
12,HYBRID,synthetic,64,0.5246861924686193,184.72351916956865,2.5113372933501337,1,19
12,HYBRID,synthetic,65,0.5246861924686193,184.14153432147026,2.5732819409287178,0,20
12,HYBRID,synthetic,66,0.5246861924686193,183.56434134880163,2.586237180754427,0,20
12,HYBRID,synthetic,67,0.5246861924686193,182.98356970413886,2.614743841602688,0,20
12,HYBRID,synthetic,68,0.5246861924686193,182.39658485604056,2.647778123493031,0,20
12,HYBRID,synthetic,69,0.5246861924686193,181.81374214356595,2.6692302483276324,0,20
12,HYBRID,synthetic,70,0.5246861924686193,181.2267572954676,2.6890018840871166,0,20
12,HYBRID,synthetic,71,0.5246861924686193,180.64805671861671,2.7192021807324793,0,20
12,HYBRID,synthetic,72,0.5246861924686193,180.06728507395397,2.759351496407552,0,20
12,HYBRID,synthetic,73,0.5246861924686193,179.4678738189844,2.7955478348785663,0,20
12,HYBRID,synthetic,74,0.5246861924686193,178.88917324213352,2.8286020243189953,0,20
12,HYBRID,synthetic,75,0.5246861924686193,178.29183305497583,2.84602874279779,0,20
12,HYBRID,synthetic,76,0.5246861924686193,177.68620859657068,2.872095233649797,0,20
12,HYBRID,synthetic,77,0.5246861924686193,177.1012948162842,2.887764614819762,0,20
12,HYBRID,synthetic,78,0.5246861924686193,176.50395462912655,2.9294316787340224,0,20
12,HYBRID,synthetic,79,0.5246861924686193,175.8983301707214,2.9536583683609985,0,20
12,HYBRID,synthetic,80,0.5246861924686193,175.28649250888066,2.975187744749671,0,20
12,HYBRID,synthetic,81,0.5246861924686193,174.69536552515856,2.99464864923176,0,20
12,HYBRID,synthetic,82,0.5246861924686193,174.10009640581276,3.023355189021718,0,20
12,HYBRID,synthetic,83,0.5246861924686193,173.5048272864669,3.048784567255589,0,20
12,HYBRID,synthetic,84,0.5246861924686193,172.90955816712116,3.0867205579334978,0,20
12,HYBRID,synthetic,85,0.5246861924686193,172.3163601155872,3.1152231963315713,0,20
12,HYBRID,synthetic,86,0.5246861924686193,171.70659352155832,3.152578149004282,0,20
12,HYBRID,synthetic,87,0.5246861924686193,171.09682692752946,3.1886686039692083,0,20
12,HYBRID,synthetic,88,0.5246861924686193,170.51812635067856,3.222608162366668,0,20
12,HYBRID,synthetic,89,0.5246861924686193,169.9207861635209,3.2491604222044383,0,20
12,HYBRID,synthetic,90,0.5246861924686193,169.32758811198696,3.2804518424980045,0,20
12,HYBRID,synthetic,91,0.5246861924686193,168.74267433170047,3.320129351436681,0,20
12,HYBRID,synthetic,92,0.5246861924686193,168.1556894836021,3.3497132750781926,0,20
12,HYBRID,synthetic,93,0.5246861924686193,167.56249143206816,3.385115816637696,0,20
12,HYBRID,synthetic,94,0.5246861924686193,166.9775776517817,3.4195916325366658,0,20
12,HYBRID,synthetic,95,0.5246861924686193,166.39266387149522,3.4612647039687023,0,20
12,HYBRID,synthetic,96,0.5246861924686193,165.803607955585,3.502786876485295,0,20
12,HYBRID,synthetic,97,0.5246861924686193,165.2062677684273,3.5420247220719814,0,20
12,HYBRID,synthetic,98,0.5246861924686193,164.6151407847052,3.581612474869377,0,20
12,HYBRID,synthetic,99,0.5246861924686193,164.0447244791018,3.6242488593681617,0,20
12,HYBRID,synthetic,100,0.5246861924686193,163.4370289528848,3.641585531339554,0,20
12,HYBRID,synthetic,101,0.5246861924686193,162.8293334266678,3.674274244128985,0,20
12,HYBRID,synthetic,102,0.5246861924686193,162.2319932395101,3.717264559442464,0,20
12,HYBRID,synthetic,103,0.5246861924686193,161.63051091672867,3.745905404631028,0,20
12,HYBRID,synthetic,104,0.5246861924686193,161.0393839330066,3.7814856447907945,0,20
12,HYBRID,synthetic,105,0.5246861924686193,160.4337594746015,3.822027413932334,0,20
12,HYBRID,synthetic,106,0.5246861924686193,159.848845694315,3.8559127081840914,0,20
12,HYBRID,synthetic,107,0.5246861924686193,159.24943443934544,3.897792394311739,0,20
12,HYBRID,synthetic,108,0.5246861924686193,158.6458810487522,3.9349072191565546,0,20
12,HYBRID,synthetic,109,0.5246861924686193,158.05475406503007,3.9774468860379115,0,20
12,HYBRID,synthetic,110,0.5246861924686193,157.47191135255548,4.0229608085802395,0,20
12,HYBRID,synthetic,111,0.5246861924686193,156.86628689415033,4.053396537762673,0,20
12,HYBRID,synthetic,112,0.5271966527196653,156.27101777480453,4.100570778379554,0,20
12,HYBRID,synthetic,113,0.5271966527196653,155.66746438421126,4.1258611031341985,0,20
12,HYBRID,synthetic,114,0.5271966527196653,155.0680531292417,4.156000714981651,0,20
12,HYBRID,synthetic,115,0.5271966527196653,154.48521041676707,4.18261688213939,0,20
12,HYBRID,synthetic,116,0.5271966527196653,153.88579916179756,4.230965260368765,0,20
12,HYBRID,synthetic,117,0.5271966527196653,153.2926011102636,4.281284498953211,0,20
12,HYBRID,synthetic,118,0.5271966527196653,152.69733199091777,4.321156572519397,0,20
12,HYBRID,synthetic,119,0.5271966527196653,152.10206287157195,4.353284581169302,0,20
