seed,config,scenario,iteration,tcr,mean_energy,sigma_energy,n_transit,n_exploit
10,HYBRID,synthetic,0,0.09000825763831544,221.57225041818288,0.055499163634192425,1,4
10,HYBRID,synthetic,1,0.12469033856317094,221.07445829403613,0.0836504327828366,0,5
10,HYBRID,synthetic,2,0.14285714285714285,220.4889907334071,0.06895469668866643,0,5
10,HYBRID,synthetic,3,0.14368290668868702,219.8730109359426,0.09788458932488174,0,5
10,HYBRID,synthetic,4,0.152766308835673,219.29845249471546,0.13108508395704585,0,5
10,HYBRID,synthetic,5,0.15772089182493806,218.68247269725097,0.10809592912098358,0,5
10,HYBRID,synthetic,6,0.1610239471511148,218.09134571352888,0.13368328812416772,0,5
10,HYBRID,synthetic,7,0.1610239471511148,217.48365018731187,0.13817942220233823,0,5
10,HYBRID,synthetic,8,0.1610239471511148,216.87595466109488,0.1785160260025319,0,5
10,HYBRID,synthetic,9,0.16184971098265896,216.3179647623627,0.22048200880901184,1,4
10,HYBRID,synthetic,10,0.16928158546655656,215.74683777864055,0.31316287436073625,0,5
10,HYBRID,synthetic,11,0.1750619322873658,215.14712216687994,0.30791252062458363,0,5
10,HYBRID,synthetic,12,0.17753922378199835,214.57256372565274,0.35383594866057366,0,5
10,HYBRID,synthetic,13,0.17753922378199835,213.98972101317813,0.41652874225979253,0,5
10,HYBRID,synthetic,14,0.17836498761354252,213.39030975820862,0.4776359502021664,0,5
10,HYBRID,synthetic,15,0.17836498761354252,212.76604568949665,0.5323229219047964,0,5
10,HYBRID,synthetic,16,0.1791907514450867,212.1914872482695,0.5481727382885923,0,5
10,HYBRID,synthetic,17,0.1791907514450867,211.56722317955754,0.5902056926795876,0,5
10,HYBRID,synthetic,18,0.1791907514450867,210.97609619583554,0.6329716610435296,0,5
10,HYBRID,synthetic,19,0.1791907514450867,210.40153775460834,0.6959908343309701,0,5
10,HYBRID,synthetic,20,0.1791907514450867,209.80212649963883,0.7288892501207875,0,5
10,HYBRID,synthetic,21,0.1791907514450867,209.21928378716416,0.7477656485084353,0,5
10,HYBRID,synthetic,22,0.1791907514450867,208.64472534593705,0.8198876908509044,0,5
10,HYBRID,synthetic,23,0.1791907514450867,208.05359836221496,0.83497482409329,0,5
10,HYBRID,synthetic,24,0.1791907514450867,207.47903992098782,0.856000014460414,0,5
10,HYBRID,synthetic,25,0.1833195706028076,206.92105002225563,0.9062078492095428,1,4
10,HYBRID,synthetic,26,0.19405450041288191,206.3877578983658,0.9930086490536301,0,5
10,HYBRID,synthetic,27,0.19983484723369116,205.74416984857172,0.9839342148605286,0,5
10,HYBRID,synthetic,28,0.19983484723369116,205.07848442362243,0.9897000033356409,0,5
10,HYBRID,synthetic,29,0.19983484723369116,204.43765181241557,1.016403071505025,0,5
10,HYBRID,synthetic,30,0.19983484723369116,203.80510347245618,1.057467582736817,0,5
10,HYBRID,synthetic,31,0.19983484723369116,203.20569221748661,1.1174483288268278,0,5
10,HYBRID,synthetic,32,0.19983484723369116,202.58971242002212,1.169426768663899,0,5
10,HYBRID,synthetic,33,0.19983484723369116,202.015153978795,1.2003565947655503,0,5
