seed,config,scenario,iteration,tcr,mean_energy,sigma_energy,n_transit,n_exploit
7,HYBRID,synthetic,0,0.12581699346405228,221.64791857272297,0.21116479056989054,5,5
7,HYBRID,synthetic,1,0.2173202614379085,221.1426032544329,0.3256948536973895,1,9
7,HYBRID,synthetic,2,0.2679738562091503,220.5459567623043,0.36175093940342273,0,10
7,HYBRID,synthetic,3,0.27941176470588236,219.9353727849495,0.3994554923936922,0,10
7,HYBRID,synthetic,4,0.2965686274509804,219.35253007247488,0.4047458724739493,0,10
7,HYBRID,synthetic,5,0.2965686274509804,218.75726095312908,0.40731422608512874,0,10
7,HYBRID,synthetic,6,0.29901960784313725,218.17027610503072,0.42109800795647245,0,10
7,HYBRID,synthetic,7,0.29901960784313725,217.5874333925561,0.4416082804988032,0,10
7,HYBRID,synthetic,8,0.3006535947712418,216.97973786633912,0.48607635703905455,0,10
7,HYBRID,synthetic,9,0.3006535947712418,216.41346369635943,0.5360435256294462,0,10
7,HYBRID,synthetic,10,0.3055555555555556,215.81405244138992,0.5518132053319333,0,10
7,HYBRID,synthetic,11,0.3055555555555556,215.2477782714102,0.5734937990215497,0,10
7,HYBRID,synthetic,12,0.30718954248366015,214.6566512876881,0.577807860237343,0,10
7,HYBRID,synthetic,13,0.30718954248366015,214.05724003271857,0.5920835010253527,0,10
7,HYBRID,synthetic,14,0.30718954248366015,213.46197091337277,0.6185139879057528,0,10
7,HYBRID,synthetic,15,0.30718954248366015,212.86255965840323,0.6608842897139899,0,10
7,HYBRID,synthetic,16,0.30718954248366015,212.2797169459286,0.6792008643743292,0,10
7,HYBRID,synthetic,17,0.30800653594771243,211.70515850470147,0.7004708153019645,1,9
7,HYBRID,synthetic,18,0.31699346405228757,211.1281736566031,0.7124273041441307,0,10
7,HYBRID,synthetic,19,0.3202614379084967,210.54049821992209,0.7393221054723786,0,10
7,HYBRID,synthetic,20,0.3235294117647059,209.96593977869492,0.749909585105229,0,10
7,HYBRID,synthetic,21,0.32679738562091504,209.39966560871525,0.7938120729324448,0,10
7,HYBRID,synthetic,22,0.32679738562091504,208.81682289624064,0.8416392970573628,0,10
7,HYBRID,synthetic,23,0.3276143790849673,208.2464065906372,0.8704719887402766,0,10
7,HYBRID,synthetic,24,0.3284313725490196,207.67599028503378,0.8873716723454855,0,10
7,HYBRID,synthetic,25,0.3284313725490196,207.11800038630153,0.9379469261405537,0,10
7,HYBRID,synthetic,26,0.3349673202614379,206.51030486008455,0.9619476839614063,0,10
7,HYBRID,synthetic,27,0.3349673202614379,205.89846719824376,0.9951321287743008,0,10
7,HYBRID,synthetic,28,0.33905228758169936,205.2907716720268,1.0057973477602833,0,10
7,HYBRID,synthetic,29,0.33905228758169936,204.69964468830474,1.0614970378941162,0,10
7,HYBRID,synthetic,30,0.33905228758169936,204.10851770458265,1.0881948948209499,0,10
7,HYBRID,synthetic,31,0.33905228758169936,203.52981712773175,1.1381706475736633,0,10
7,HYBRID,synthetic,32,0.3415032679738562,202.9552586865046,1.1781613909939346,1,9
7,HYBRID,synthetic,33,0.3415032679738562,202.42679185002262,1.2281397462267745,0,10
7,HYBRID,synthetic,34,0.3415032679738562,201.85110946967546,1.272181023268264,0,10
7,HYBRID,synthetic,35,0.3415032679738562,201.28897743531948,1.3318858157581308,0,10
7,HYBRID,synthetic,36,0.3415032679738562,200.71441899409234,1.3702087304271304,0,10
7,HYBRID,synthetic,37,0.3415032679738562,200.16057123098386,1.3789187766015445,0,10
7,HYBRID,synthetic,38,0.3415032679738562,199.59015492538043,1.3862538672453408,0,10
7,HYBRID,synthetic,39,0.3415032679738562,199.019738619777,1.4333724045950922,0,10
7,HYBRID,synthetic,40,0.3415032679738562,198.4368959073024,1.4757082697400976,0,10
7,HYBRID,synthetic,41,0.3415032679738562,197.84576892358032,1.5287883491946954,0,10
